epoch,acc,loss,val_acc,val_loss
87,0.90066,0.8064713763427734,0.8436,1.0689501363754272
88,0.899219999961853,0.8070689443969726,0.8436,1.0402296239852906
89,0.9008600000381469,0.8025265995979309,0.8373,1.0526895174980164
90,0.8989200000190735,0.8047330254554749,0.8416,1.0684336381912232
91,0.9003799999809265,0.7960462729454041,0.87,0.9351444037437439
92,0.9011200000190734,0.7944301753234864,0.8389,1.050597336959839
93,0.9013399999809265,0.7907642656517029,0.8284,1.0873764497756957
94,0.9038200000190735,0.7834497403526306,0.8153,1.1347107332229613
95,0.90222,0.7838605980682373,0.852,0.985771086025238
96,0.9050799999809265,0.7755645558547973,0.8644,0.9591324842453003
97,0.905899999961853,0.7720834036254883,0.8509,0.9716421162605285
98,0.90588,0.7675674458503723,0.8367,1.0275877601623535
99,0.908340000038147,0.7626554534721375,0.86,0.9648362339019776
100,0.918819999961853,0.7309252348136902,0.8683,0.9096491937637329
101,0.9228800000190734,0.7173151021194458,0.8631,0.9277379427909851
102,0.92376,0.7137963083648682,0.8736,0.905760976600647
103,0.92424,0.7095488770675659,0.8692,0.9280871320724488
104,0.9246200000381469,0.7089965211486816,0.8786,0.8824221117019654
105,0.9267399999618531,0.6988146390724183,0.8585,0.9767589557647705
106,0.9252799999618531,0.7013747536277771,0.8688,0.9370983213424683
107,0.925899999961853,0.70017089427948,0.8824,0.8811836353302002
108,0.92888,0.6934929370498657,0.8719,0.9184264434814453
109,0.92974,0.6902049049568176,0.8694,0.9320726921081542
110,0.9291799999809265,0.6876746313476563,0.8722,0.9129218227386474
111,0.9294999999618531,0.6881445074653626,0.8769,0.8988677371025086
112,0.93184,0.6805256302642823,0.8795,0.891014994430542
113,0.9277399999618531,0.6859153219413757,0.8776,0.9047448163986206
114,0.9313,0.6771576056098938,0.8739,0.9102396522521973
115,0.93188,0.6761055317306519,0.8738,0.9216773586273194
116,0.931519999961853,0.6752483596611023,0.8616,0.971611760520935
117,0.932019999961853,0.6764785802268982,0.8838,0.8789132369995117
118,0.9320200000190735,0.6735238493156434,0.8778,0.9012550523757935
119,0.933560000038147,0.6688671345138549,0.8781,0.8864950471878051
120,0.9339600000381469,0.6658579829025268,0.8702,0.9140190113067627
121,0.933659999961853,0.6621557925605774,0.8712,0.9179431293487549
122,0.9353200000190734,0.6597732713508606,0.8655,0.9407247573852539
123,0.9336399999809265,0.6617694445610046,0.8731,0.9107101669311524
124,0.9344,0.6604499552536011,0.8739,0.9141056010246277
125,0.9338,0.6600525659561157,0.8785,0.8973300237655639
126,0.9355200000190735,0.651622691745758,0.8805,0.8906946765899658
127,0.9341399999809266,0.656967226448059,0.8805,0.8755411703109741
128,0.9366400000190734,0.65085545211792,0.8761,0.9124617324829102
129,0.934739999961853,0.6515127743530273,0.8787,0.9067079923629761
130,0.9354000000190735,0.6455605341529846,0.8719,0.9202256885528565
131,0.93698,0.6468961520576477,0.8748,0.9126848745346069
132,0.936040000038147,0.6456770379638672,0.8666,0.9238243158340455
133,0.9373800000190735,0.6427744378089905,0.872,0.9278420015335083
134,0.9365799999809266,0.6422377861595154,0.8692,0.9338870286941529
135,0.938319999961853,0.6396123558616639,0.8763,0.9055070018768311
136,0.9384799999809265,0.636608197479248,0.8758,0.8832271530151368
137,0.9386600000190735,0.6325224039840698,0.8818,0.9024806558609009
138,0.93946,0.6322608939933777,0.8662,0.9646560258865357
139,0.938580000038147,0.6311946356582642,0.8779,0.9190981384277344
140,0.939099999961853,0.6295818448448182,0.8727,0.9227534734725952
141,0.9400200000190735,0.6252173546028137,0.879,0.8995949815750122
142,0.9409999999809265,0.6263190234947205,0.862,0.9757651983261109
143,0.9406400000190734,0.6246236639595032,0.8667,0.929852254486084
144,0.939219999961853,0.6233725580787659,0.8734,0.9248184952735901
145,0.9403999999809265,0.6196514891815186,0.8764,0.8915172954559326
146,0.9405000000381469,0.6167992208480835,0.8806,0.8994543174743652
147,0.94244,0.6148975044059753,0.8825,0.8910194568634033
148,0.94172,0.6127867680740356,0.8781,0.8921642603874207
149,0.942119999961853,0.6155610350608826,0.8761,0.9156092079162598
150,0.941519999961853,0.6107865804290772,0.8808,0.8898914107322693
151,0.94114,0.612809915523529,0.8748,0.8826666029930115
152,0.942800000038147,0.6063027837371826,0.8721,0.9149447877883912
153,0.939879999961853,0.6118569475173951,0.8676,0.9279538248062134
154,0.9428200000190735,0.6047867021560669,0.877,0.8858811157226563
155,0.9444599999809266,0.6017555452728272,0.8605,0.9686218193054199
156,0.94316,0.6034272896385193,0.8823,0.8748370215415955
157,0.942899999961853,0.6018635021972656,0.8733,0.9051195995330811
158,0.945299999961853,0.595438017501831,0.8772,0.8925577756881714
159,0.94312,0.5993234602737427,0.8734,0.916635207939148
160,0.943959999961853,0.5951965172195435,0.876,0.91001941280365
161,0.94384,0.5946830828285218,0.8783,0.9025007965087891
162,0.945559999961853,0.5901765205955506,0.8716,0.945198095703125
163,0.9432400000190735,0.5952711568641662,0.8798,0.8932620239257812
164,0.943999999961853,0.5911449292373657,0.8738,0.9125459648132325
165,0.9468799999809265,0.5858414223670959,0.8652,0.9692600982666015
166,0.94456,0.5902956239318847,0.8744,0.8934349014282227
167,0.947959999961853,0.5819367482757568,0.8838,0.860322373008728
168,0.9464800000190735,0.5823355158233643,0.8803,0.8739859853744507
169,0.9456800000190735,0.5849049263000489,0.8688,0.9442012916564941
170,0.946139999961853,0.581953200302124,0.8641,1.0033113737106323
171,0.9461799999809265,0.5811262948036194,0.8805,0.8843443153381347
172,0.9481,0.5764745835876465,0.8852,0.8762015562057495
173,0.9481600000381469,0.5758235520362854,0.8728,0.9129904932975769
174,0.9485800000190735,0.5718160759544373,0.8768,0.9096402419090271
175,0.947200000038147,0.5744050700569153,0.8774,0.9207380907058715
176,0.94744,0.5704008410263062,0.8776,0.8851486496925354
177,0.9503200000190735,0.5673050940513611,0.8629,0.9606793614387512
178,0.948460000038147,0.5693101462936402,0.8833,0.8591932985305786
179,0.948459999961853,0.5692012573242188,0.8829,0.8871600394248962
180,0.9485600000190735,0.5675557508659362,0.8766,0.8874327143669128
181,0.94914,0.5633107758140564,0.8843,0.8608385955810547
182,0.9488000000190735,0.5634269939422607,0.8749,0.8904886032104492
183,0.94942,0.5625313625907898,0.867,0.9455939232826233
184,0.9506799999809266,0.5561899628829956,0.8784,0.9054537855148316
185,0.9508,0.5541530642700195,0.8689,0.9604315452575684
186,0.9472399999809266,0.5643785144996643,0.8696,0.9443683051109314
187,0.950119999961853,0.5555332135581971,0.8732,0.9339840770721436
188,0.94904,0.5592668933105469,0.8662,0.9459791694641113
189,0.9510600000190735,0.5521095458412171,0.8829,0.8551537301063538
190,0.95246,0.5492311758041382,0.8793,0.8877582438468933
191,0.95076,0.5529483255767822,0.878,0.883711361026764
192,0.950220000038147,0.5500659396743774,0.8785,0.8826207306861877
193,0.952359999961853,0.5474508011817932,0.8838,0.8807094491958618
194,0.9522200000190735,0.5450020115947724,0.8788,0.93072462682724
195,0.951359999961853,0.5455666702079773,0.884,0.844240872001648
196,0.95408,0.5384655403518677,0.8835,0.8855222904205322
197,0.9525200000190734,0.5430646618461609,0.8755,0.9189913789749146
198,0.9541399999618531,0.5389845840358735,0.8843,0.8781615040779114
199,0.9532000000190735,0.5384757755470276,0.8846,0.857010050201416
200,0.9608800000190735,0.5179677149581909,0.9019,0.7820748413085937
201,0.96464,0.5078747946929931,0.8987,0.7916432075500488
202,0.965199999961853,0.5043708677482605,0.8983,0.7994220329284668
203,0.9667399999809265,0.5018080981636047,0.8979,0.804035106086731
204,0.966400000038147,0.49999746129989625,0.8983,0.8073674221992493
205,0.966639999961853,0.4974557823753357,0.8975,0.8058967434883118
206,0.9677599999809265,0.496710252532959,0.8973,0.8121629186630249
207,0.9683199999809265,0.4957189870262146,0.8958,0.820314091205597
208,0.9666599999809266,0.4970217028045654,0.8978,0.8137167177200317
209,0.969379999961853,0.49271294578552244,0.8977,0.815290710067749
210,0.96972,0.490282509021759,0.8977,0.8161320420265198
211,0.969159999961853,0.4918998237991333,0.8936,0.8352572195053101
212,0.9690200000381469,0.49137327615737914,0.8971,0.8301512188911438
213,0.9694600000190735,0.49016500438690186,0.8958,0.8368351983070373
214,0.96968,0.4891411919593811,0.8938,0.8408821166038514
215,0.971299999961853,0.4865213164997101,0.8959,0.8270765892982483
216,0.9707000000381469,0.48567989980697635,0.8922,0.8473013916015625
217,0.9708,0.4855871809387207,0.8964,0.8286739947319031
218,0.9699200000190735,0.48743813256263735,0.8958,0.8353000240325927
219,0.971739999961853,0.4849548234939575,0.8962,0.8369279176712036
220,0.9722400000381469,0.48123074132919313,0.8997,0.8281124413490295
221,0.9707999999618531,0.4843497663784027,0.895,0.8398256443977355
222,0.9718400000190734,0.48348000975608824,0.8968,0.833530597782135
223,0.9720200000190735,0.4817649244308472,0.897,0.8289333660125733
224,0.970879999961853,0.48339407028198245,0.8934,0.843114279460907
225,0.971960000038147,0.4798617157459259,0.8936,0.8413590044021606
226,0.9713999999809265,0.48198510509490966,0.8936,0.8483244665145874
227,0.9722399999809265,0.4783441787338257,0.8974,0.8339758779525757
228,0.9727799999809266,0.47839431339263916,0.8953,0.8406570543289185
229,0.9727999999809265,0.47962081203460694,0.896,0.8476562756538392
230,0.97306,0.4766339784622192,0.8965,0.8510160712242126
231,0.971859999961853,0.4796450646209717,0.8904,0.8514785464286804
232,0.9725800000190735,0.47655824546813963,0.8932999987602234,0.8550578925609589
233,0.9726200000190734,0.47588359842300415,0.8941,0.8398364254951477
234,0.973419999961853,0.4752899397277832,0.8947,0.8551107320785523
235,0.9727200000190734,0.4742314561367035,0.8986,0.8569429635047913
236,0.97146,0.4768225313568115,0.8977,0.8478766597747803
237,0.973560000038147,0.4730710639190674,0.8962,0.8515153461456298
238,0.9733000000190735,0.47359067752838135,0.8955,0.8522677768707275
239,0.9734600000190735,0.4773457086372376,0.8937,0.8507555154800415
240,0.971839999961853,0.47624197909355165,0.8948,0.8683195426940918
241,0.97374,0.47020956793785096,0.8986,0.8448689083099366
242,0.9737000000381469,0.4730566555595398,0.8979,0.8514458333969116
243,0.972099999961853,0.47563955841064454,0.8989,0.8493537859916687
244,0.9729400000190734,0.4735912184143066,0.8952,0.8665895769119263
245,0.974879999961853,0.46904976380348207,0.9019,0.8396520221710205
246,0.9734599999618531,0.4710490247154236,0.8968,0.860495550441742
247,0.9739600000190735,0.46928253003120424,0.8979,0.8475456917762756
248,0.973559999961853,0.47014735953330994,0.8977,0.8586741042137146
249,0.9740400000190735,0.46983423996925355,0.8996,0.8473419541358947
250,0.973379999961853,0.4684568450641632,0.8965,0.8626219484329224
251,0.9732400000381469,0.46953032254219057,0.8981,0.8486950127601623
252,0.9744600000190735,0.4683292204475403,0.8975,0.8514507266998291
253,0.973780000038147,0.46930538942337036,0.8974,0.8547096021652222
254,0.9740400000190735,0.4677656186676025,0.8968,0.869085357284546
255,0.9751200000190735,0.4636476711654663,0.8922,0.86734641456604
256,0.974940000038147,0.46519860549926756,0.8988,0.85725371799469
257,0.974199999961853,0.46651788113594056,0.8968,0.8537341739654541
258,0.97526,0.46185773435592653,0.8965,0.8436385342597962
259,0.974600000038147,0.46573763579368593,0.8944,0.854097903060913
260,0.9750999999809266,0.4622160967254639,0.896,0.8605874447822571
261,0.9741399999618531,0.46538355836868284,0.8961,0.857391322517395
262,0.975120000038147,0.46330259574890137,0.895,0.8657609855651855
263,0.9740200000381469,0.4645635632991791,0.8992,0.8575547673225403
264,0.975500000038147,0.46035099454879763,0.8963,0.868370426750183
265,0.9753999999809265,0.4609379679679871,0.8959999976158142,0.8798441112041473
266,0.975260000038147,0.4611482483959198,0.8961,0.8745832145690918
267,0.9750200000190735,0.46303887890815737,0.8917,0.8787604022979736
268,0.9746400000190735,0.46349379406929014,0.8959,0.8695147134780884
269,0.9749200000190735,0.45949969903945925,0.8983,0.8458930633544922
270,0.9752200000190735,0.45994896462440493,0.8959,0.8559040564537048
271,0.975739999961853,0.4591880261993408,0.8969,0.8538924453735351
272,0.9762399999618531,0.45801477769851684,0.8952,0.8653186391830444
273,0.9754200000190735,0.4596268051719666,0.8939,0.8567367818832398
274,0.975279999961853,0.45967738416671755,0.8944,0.8623545597076416
275,0.9773800000190734,0.4549955761051178,0.8965,0.8606697248458862
276,0.9758599999809265,0.45694745636940004,0.8934,0.8552154472351075
277,0.974959999961853,0.4598063525009155,0.896,0.8596712745666504
278,0.9755800000190735,0.4564646646308899,0.8957,0.8639611364364624
279,0.9750200000190735,0.45794138231277465,0.8961,0.854996584701538
280,0.975859999961853,0.4565274223899841,0.8931,0.8740844821929932
281,0.97588,0.4540322029685974,0.8954,0.8635764339447022
282,0.9758399999809265,0.4550849349594116,0.8896,0.8998632488250733
283,0.9757599999809266,0.4535231452846527,0.896,0.8687307364463807
284,0.974519999961853,0.4595203977775574,0.8947,0.8591576597213745
285,0.97704,0.4514145781517029,0.8986,0.8628833026885986
286,0.976619999961853,0.4542730699157715,0.89,0.8959547375679016
287,0.9764400000190735,0.45367569797515866,0.8966,0.8712942434310913
288,0.9756800000190735,0.4551164390563965,0.8953,0.8595748523712158
289,0.9772399999809265,0.4509298154449463,0.8957,0.8669652633666992
290,0.977500000038147,0.45021698927879333,0.8963,0.8791630783081055
291,0.9761600000190734,0.4529819290065765,0.8972,0.8727721097946167
292,0.975500000038147,0.453669490146637,0.8915,0.9019692193984985
293,0.97804,0.4486454057121277,0.8941,0.8817877648353577
294,0.9753600000381469,0.45300528988838196,0.8943,0.8838804126739502
295,0.976780000038147,0.451023143491745,0.8938,0.8801822724342346
296,0.9777800000190735,0.44876202072143556,0.8902,0.8960325719833374
297,0.977600000038147,0.44796319964408876,0.8971,0.8663717053413391
298,0.97784,0.44744804887771605,0.898,0.8684205424308777
299,0.9767999999618531,0.4480981413936615,0.8996,0.8597249581336975
